aegis_path,subsystem,aegis_lines,hermes_counterpart,hermes_lines,match_reason,parity_action
tests/test_sdk.py,tests,501,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_secret_capture.py,tests,91,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_self_improve.py,tests,120,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_self_learning.py,tests,534,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_semantic_index.py,tests,80,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_server.py,tests,6463,tests/acp/test_server.py,1863,same test filename,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_session_checks.py,tests,331,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_session_config.py,tests,312,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_session_locks.py,tests,40,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_skills_memory.py,tests,783,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_smoke.py,tests,470,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_spec.py,tests,87,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_streaming_speech.py,tests,54,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_terminal_trail.py,tests,191,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_thinking.py,tests,129,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_thinking_recovery.py,tests,79,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_tool_schema_validation.py,tests,57,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_tool_toggle.py,tests,100,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_tools.py,tests,1435,tests/acp/test_tools.py,639,same test filename,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_tracing_evals.py,tests,380,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_tui.py,tests,58,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_typed_subagents.py,tests,445,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_ui_verify.py,tests,67,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_ultracode_command.py,tests,32,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_ultracode_loop.py,tests,91,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_upgrades_batch.py,tests,251,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
tests/test_wakeups.py,tests,142,tests/*,,add/align behavior contract tests,Keep/add tests proving Hermes-like behavior in AEGIS runtime.
uninstall.sh,repo-root,28,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
web/index.html,repo-root,14,apps/bootstrap-installer/index.html,13,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
web/package-lock.json,repo-root,3450,plugins/platforms/photon/sidecar/package-lock.json,1731,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
web/package.json,repo-root,36,plugins/platforms/photon/sidecar/package.json,26,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
web/public/favicon.svg,repo-root,14,website/static/img/favicon.svg,4,same basename,Keep if AEGIS-specific; add proof/visibility if user-facing.
web/src/App.tsx,dashboard-ui,229,web/src/App.tsx,1266,same web path,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/components/AutoField.tsx,dashboard-ui,96,web/src/components/AutoField.tsx,207,same web path,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/components/CommandPalette.tsx,dashboard-ui,217,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/components/ErrorBoundary.tsx,dashboard-ui,31,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/components/Mark.tsx,dashboard-ui,21,web/src/components/Markdown.tsx,384,fuzzy web component/page name,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/components/Markdown.tsx,dashboard-ui,135,web/src/components/Markdown.tsx,384,same web path,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/components/Sidebar.tsx,dashboard-ui,130,web/src/components/ChatSidebar.tsx,538,fuzzy web component/page name,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/components/ThemeSwitcher.tsx,dashboard-ui,71,web/src/components/ThemeSwitcher.tsx,369,same web path,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/components/TitleBar.tsx,dashboard-ui,79,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/components/ToolCall.tsx,dashboard-ui,166,web/src/components/ToolCall.tsx,229,same web path,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/components/icons.tsx,dashboard-ui,74,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/components/ui.tsx,dashboard-ui,276,web/src/components/ScheduleBuilder.tsx,274,fuzzy web component/page name,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/index.css,dashboard-ui,99,web/src/index.css,270,same web path,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/lib/api.ts,dashboard-ui,304,web/src/lib/api.ts,2255,same web path,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/lib/cn.ts,dashboard-ui,8,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/lib/desktop.ts,dashboard-ui,167,web/src/* or apps/*,,Phase 12 desktop lifecycle bridge types,Type the Electron lifecycle descriptor consumed by DesktopShell.
web/src/lib/format.ts,dashboard-ui,58,web/src/lib/format.ts,10,same web path,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/lib/nav.ts,dashboard-ui,65,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/lib/pluginNav.ts,dashboard-ui,105,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/lib/transcript.ts,dashboard-ui,54,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/lib/useApi.ts,dashboard-ui,22,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/main.tsx,dashboard-ui,14,web/src/main.tsx,26,same web path,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Agents.tsx,dashboard-ui,437,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Analytics.tsx,dashboard-ui,71,web/src/pages/AnalyticsPage.tsx,605,fuzzy web component/page name,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Channels.tsx,dashboard-ui,346,web/src/pages/ChannelsPage.tsx,891,fuzzy web component/page name,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Chat.tsx,dashboard-ui,120,web/src/components/ChatSessionList.tsx,261,fuzzy web component/page name,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/ChatGraphical.tsx,dashboard-ui,27,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/CommandCenter.tsx,dashboard-ui,503,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Config.tsx,dashboard-ui,258,web/src/components/ToolsetConfigDrawer.tsx,458,fuzzy web component/page name,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Cron.tsx,dashboard-ui,492,web/src/pages/CronPage.tsx,918,fuzzy web component/page name,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/DesktopShell.tsx,dashboard-ui,616,web/src/* or apps/*,,Phase 12 desktop lifecycle UI,"Show desktop lifecycle, update stage, and crash history in the existing desktop operations rail."
web/src/pages/Docs.tsx,dashboard-ui,61,web/src/pages/DocsPage.tsx,70,fuzzy web component/page name,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Files.tsx,dashboard-ui,187,web/src/components/ProfileScopeBanner.tsx,31,fuzzy web component/page name,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/GraphicalChat.tsx,dashboard-ui,1106,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Kanban.tsx,dashboard-ui,361,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Keys.tsx,dashboard-ui,97,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Logs.tsx,dashboard-ui,100,web/src/pages/LogsPage.tsx,247,fuzzy web component/page name,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Mcp.tsx,dashboard-ui,173,web/src/pages/McpPage.tsx,835,fuzzy web component/page name,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Memory.tsx,dashboard-ui,66,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Models.tsx,dashboard-ui,402,web/src/pages/ModelsPage.tsx,1086,fuzzy web component/page name,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Overview.tsx,dashboard-ui,336,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Pairing.tsx,dashboard-ui,100,web/src/pages/PairingPage.tsx,277,fuzzy web component/page name,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Placeholder.tsx,dashboard-ui,18,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Plugins.tsx,dashboard-ui,487,web/src/pages/PluginsPage.tsx,581,fuzzy web component/page name,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/Profiles.tsx,dashboard-ui,162,web/src/components/ProfileScopeBanner.tsx,31,fuzzy web component/page name,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
web/src/pages/PromptAudit.tsx,dashboard-ui,190,web/src/pages/SessionsPage.tsx + prompt/context audit surfaces,,Phase 1 prompt audit dashboard page added after baseline map,Match Hermes prompt/context audit affordance; wire to AEGIS prompt-audit API and tests.
web/src/pages/ProviderAuth.tsx,dashboard-ui,163,web/src/* or apps/*,,AEGIS-specific dashboard page; align UX/API contract,Match Hermes UX affordance where useful; wire to AEGIS APIs and tests.
